concept_code,concept_name,date,overall_sentiment,overall_importance,overall_impact,overall_duration,news_consistency,fcast_ret,close,high,low,open,volume
8841873.WI,飞行汽车指数,2025-10-22,0.5,7.0,6.5,7.5,7.0,6.5,1653.0793,1663.4356,1648.0716,1657.2095,417137400.0
8841873.WI,飞行汽车指数,2025-10-23,0.8,7.5,7.0,7.5,9.0,7.2,1641.9696,1648.9718,1616.534,1647.994,419777700.0
8841873.WI,飞行汽车指数,2025-10-24,0.85,9.2,8.5,8.8,9.5,7.6,1655.3629,1666.4392,1641.036,1641.036,410909600.0
8841873.WI,飞行汽车指数,2025-10-27,0.35,6.5,6.0,6.5,5.5,6.2,1674.3053,1675.496,1660.8292,1663.0625,520696700.0
8841873.WI,飞行汽车指数,2025-10-28,0.75,8.5,7.0,9.0,9.5,6.8,1677.0228,1686.0544,1665.0492,1671.9606,483066000.0
8841873.WI,飞行汽车指数,2025-10-29,0.8,8.5,7.5,8.0,9.0,7.0,1675.3273,1679.0277,1663.2253,1678.0396,389491100.0
8841873.WI,飞行汽车指数,2025-10-30,0.55,7.2,6.8,7.5,8.5,6.3,1657.2361,1679.1656,1657.1055,1673.9619,403901000.0
8841873.WI,飞行汽车指数,2025-10-31,0.8,8.5,7.5,8.0,9.0,7.2,1670.0034,1681.8237,1654.579,1655.7003,403827900.0
8841873.WI,飞行汽车指数,2025-11-03,0.75,7.2,7.5,7.0,8.0,6.5,1678.7823,1678.9225,1654.1113,1673.2959,421127800.0
8841873.WI,飞行汽车指数,2025-11-04,0.75,8.5,7.5,8.0,8.5,7.0,1653.4922,1678.2052,1643.9777,1676.9206,422967300.0
8841873.WI,飞行汽车指数,2025-11-05,0.8,8.5,8.0,8.5,9.0,7.5,1657.4901,1662.5881,1640.3457,1640.9987,329528400.0
8841873.WI,飞行汽车指数,2025-11-06,0.8,8.5,8.0,8.5,9.0,9.0,1678.9229,1679.583,1657.6824,1660.2493,417931800.0
8841873.WI,飞行汽车指数,2025-11-07,0.85,8.5,8.0,8.0,9.0,7.2,1662.3387,1673.6967,1659.4905,1672.531,393049400.0
8841873.WI,飞行汽车指数,2025-11-10,0.85,8.5,7.5,7.8,9.0,7.2,1666.2155,1669.9011,1658.6401,1665.1896,422070300.0
8841873.WI,飞行汽车指数,2025-11-11,0.8,9.0,7.5,7.0,8.5,7.2,1677.4355,1695.6837,1673.3046,1676.9754,468592500.0
8841873.WI,飞行汽车指数,2025-11-12,0.8,8.5,7.5,8.5,9.0,7.0,1662.9564,1676.7911,1648.1559,1675.7029,378941400.0
8841873.WI,飞行汽车指数,2025-11-13,0.85,8.5,7.8,7.3,9.0,7.6,1670.7778,1676.2555,1657.0822,1662.9907,302729800.0
8841873.WI,飞行汽车指数,2025-11-14,0.65,6.5,6.0,7.0,8.0,6.5,1652.3223,1672.9807,1651.9955,1660.6412,306208600.0
8841873.WI,飞行汽车指数,2025-11-17,0.65,6.5,6.0,5.5,8.0,7.0,1657.0658,1665.6613,1652.2623,1655.1259,372905600.0
8841873.WI,飞行汽车指数,2025-11-18,0.75,7.5,7.0,7.0,8.5,7.0,1635.8979,1650.5195,1627.7553,1650.5195,333142200.0
8841873.WI,飞行汽车指数,2025-11-19,0.65,7.5,7.0,7.5,8.5,6.5,1615.4969,1638.8696,1609.0154,1633.0679,312893300.0
8841873.WI,飞行汽车指数,2025-11-20,0.8,7.5,7.0,8.0,9.0,7.0,1595.9448,1627.8182,1595.8685,1621.9242,268612200.0
8841873.WI,飞行汽车指数,2025-11-21,0.75,7.8,7.2,7.5,8.5,5.8,1549.7828,1588.905,1544.6003,1581.1546,356873300.0
8841875.WI,军工信息化指数,2025-09-05,0.55,7.3,7.8,7.0,6.8,6.9,1364.1105,1364.4831,1330.9674,1341.4236,652476200.0
8841875.WI,军工信息化指数,2025-09-08,0.4,6.5,6.8,7.2,7.0,6.5,1384.3844,1388.4358,1354.4863,1369.3049,797859800.0
8841875.WI,军工信息化指数,2025-09-09,0.75,8.3,7.8,7.5,8.6,6.8,1353.2356,1381.2194,1349.725,1379.9799,672532000.0
8841875.WI,军工信息化指数,2025-09-10,0.68,7.3,8.1,7.6,8.4,7.2,1368.9461,1377.3479,1352.8735,1352.8735,556123500.0
8841875.WI,军工信息化指数,2025-09-11,0.65,7.5,7.0,7.5,8.0,6.8,1402.1483,1402.1483,1358.3873,1366.1584,663403600.0
8841875.WI,军工信息化指数,2025-09-12,0.35,7.2,6.8,6.5,5.5,6.3,1402.8872,1415.232,1395.634,1401.5257,658673900.0
8841875.WI,军工信息化指数,2025-09-15,0.45,6.2,5.8,5.5,6.7,5.3,1384.7983,1405.2125,1383.4904,1404.9431,563619000.0
8841875.WI,军工信息化指数,2025-09-16,0.58,7.3,6.8,7.5,7.0,6.5,1389.3313,1389.5981,1370.1044,1384.8226,545793700.0
8841875.WI,军工信息化指数,2025-09-17,0.4,7.2,6.8,7.5,8.0,6.5,1397.1222,1400.9372,1384.8858,1391.9987,529070200.0
8841875.WI,军工信息化指数,2025-09-18,0.65,7.5,7.0,8.0,7.5,6.5,1383.7312,1418.5241,1371.2287,1398.4188,778142800.0
8841875.WI,军工信息化指数,2025-09-19,0.65,7.5,7.0,6.5,8.0,6.8,1395.297,1415.6902,1384.1022,1384.3677,637158900.0
8841875.WI,军工信息化指数,2025-09-22,0.65,8.5,8.0,7.5,8.0,7.0,1393.8089,1393.9014,1379.793,1392.748,556326200.0
8841875.WI,军工信息化指数,2025-09-23,0.65,7.5,7.0,7.5,8.0,6.5,1374.3467,1403.8711,1348.0917,1403.3951,685200200.0
8841875.WI,军工信息化指数,2025-09-24,0.75,8.3,7.8,6.5,8.0,7.5,1398.4593,1398.7425,1362.255,1368.3905,542914700.0
8841875.WI,军工信息化指数,2025-09-25,0.75,8.5,7.8,8.0,8.2,7.0,1385.9419,1399.5638,1385.8903,1393.2324,533472400.0
8841875.WI,军工信息化指数,2025-09-26,0.45,7.2,6.8,6.5,8.0,6.3,1383.4677,1408.1837,1370.5207,1380.9345,559841800.0
8841875.WI,军工信息化指数,2025-09-29,0.65,8.3,7.8,7.5,8.2,7.4,1376.5586,1379.4924,1353.9585,1377.3498,499356700.0
8841875.WI,军工信息化指数,2025-09-30,0.45,7.3,6.8,6.5,7.2,6.7,1405.005,1408.094,1380.6424,1380.9136,678357400.0
8841875.WI,军工信息化指数,2025-10-09,0.4,7.2,6.8,7.5,7.0,6.3,1417.119,1420.3167,1393.4487,1406.9524,678416400.0
8841875.WI,军工信息化指数,2025-10-10,-0.4,7.5,7.0,7.0,8.0,4.5,1411.916,1426.1567,1405.6007,1416.7688,659698300.0
8841875.WI,军工信息化指数,2025-10-13,0.65,8.5,8.0,7.5,8.0,7.5,1443.6304,1444.1935,1369.2737,1372.2988,718645400.0
8841875.WI,军工信息化指数,2025-10-14,0.35,7.2,7.0,7.5,8.0,6.5,1424.2522,1458.8706,1419.6035,1449.4711,789732700.0
8841875.WI,军工信息化指数,2025-10-15,0.65,7.3,7.8,7.0,8.2,6.8,1428.108,1428.8959,1392.9416,1419.8885,576641600.0
8841875.WI,军工信息化指数,2025-10-16,-0.15,7.3,6.8,6.5,4.0,4.8,1401.3865,1431.0858,1399.2591,1426.5535,498310300.0
8841875.WI,军工信息化指数,2025-10-17,0.0,6.5,6.0,6.5,4.5,4.5,1359.0441,1413.9597,1356.1416,1399.5134,539441900.0
8841875.WI,军工信息化指数,2025-10-20,0.45,7.5,8.0,7.5,8.0,7.2,1378.6441,1390.2311,1366.5386,1375.0311,527107200.0
8841875.WI,军工信息化指数,2025-10-21,0.65,8.3,7.8,7.5,8.0,7.2,1384.9037,1390.3804,1374.9513,1380.1629,487709200.0
8841875.WI,军工信息化指数,2025-10-22,0.3,7.2,6.5,7.0,6.0,5.5,1373.6422,1383.43,1369.2386,1378.1441,484143900.0
8841875.WI,军工信息化指数,2025-10-23,0.4,8.5,7.5,8.5,7.5,6.5,1369.0084,1371.2251,1347.094,1370.3162,417713700.0
8841875.WI,军工信息化指数,2025-10-24,0.65,7.8,7.2,8.5,7.5,7.8,1400.5471,1420.7387,1385.7419,1385.7419,755243600.0
8841875.WI,军工信息化指数,2025-10-27,0.65,7.3,7.8,6.5,7.2,6.8,1415.8651,1416.2956,1397.8712,1404.1609,750417400.0
8841875.WI,军工信息化指数,2025-10-28,0.45,8.3,7.2,7.8,8.1,6.5,1436.4058,1443.9638,1405.0052,1412.258,868662800.0
8841875.WI,军工信息化指数,2025-10-29,0.58,7.3,6.8,7.5,6.5,6.4,1433.3205,1435.8282,1423.8763,1430.0956,798201300.0
8841875.WI,军工信息化指数,2025-10-30,0.45,7.2,6.8,8.0,8.5,6.3,1412.5147,1428.9773,1406.4773,1428.9773,861972700.0
8841875.WI,军工信息化指数,2025-10-31,0.35,6.8,6.5,5.5,5.0,5.8,1407.6075,1419.8025,1403.4414,1411.6752,593771500.0
8841875.WI,军工信息化指数,2025-11-03,0.55,7.3,6.8,6.5,8.2,7.1,1424.4673,1424.7156,1394.925,1406.7812,636735900.0
8841875.WI,军工信息化指数,2025-11-04,0.65,8.3,7.8,7.5,8.0,6.8,1406.1008,1420.3879,1397.9688,1419.73,630950900.0
8841875.WI,军工信息化指数,2025-11-05,0.55,7.3,6.8,7.2,6.5,6.4,1402.1489,1406.8649,1388.7278,1390.3401,462524600.0
8841875.WI,军工信息化指数,2025-11-06,0.65,7.8,7.3,7.6,8.2,7.1,1414.4363,1419.3919,1403.7917,1410.0281,525156200.0
8841875.WI,军工信息化指数,2025-11-07,0.0,0.0,0.0,0.0,0.0,0.0,1417.8073,1423.063,1400.9471,1411.1866,710805600.0
8841875.WI,军工信息化指数,2025-11-10,0.55,7.3,6.8,7.0,6.5,6.2,1420.9205,1436.1362,1410.7386,1424.9936,802992800.0
8841875.WI,军工信息化指数,2025-11-11,0.65,8.3,7.8,6.5,7.2,6.8,1408.3382,1426.373,1402.1152,1421.6571,690731000.0
8841875.WI,军工信息化指数,2025-11-12,0.6,8.2,7.8,6.5,8.0,7.2,1398.7519,1404.7257,1375.0395,1404.7257,677683700.0
8841875.WI,军工信息化指数,2025-11-13,0.8,7.5,7.0,6.5,8.0,7.5,1409.0071,1415.8586,1393.444,1395.5047,622288900.0
8841875.WI,军工信息化指数,2025-11-14,0.75,8.3,7.8,7.5,8.2,7.2,1409.7314,1430.6608,1404.7913,1405.899,818409900.0
8841875.WI,军工信息化指数,2025-11-17,0.45,7.2,7.0,7.5,8.0,6.8,1440.3904,1453.3509,1433.8628,1438.4805,848414900.0
8841875.WI,军工信息化指数,2025-11-18,0.45,7.3,6.8,7.5,5.8,5.2,1409.716,1437.115,1405.825,1437.115,1028625200.0
8841875.WI,军工信息化指数,2025-11-19,0.68,7.3,7.6,7.1,8.2,6.9,1433.9857,1443.56,1410.8426,1411.4823,1179539800.0
8841875.WI,军工信息化指数,2025-11-20,0.45,6.8,6.5,7.2,6.0,5.8,1416.335,1428.0409,1411.1686,1427.3763,1413139600.0
8841875.WI,军工信息化指数,2025-11-21,0.35,7.2,6.8,6.5,6.0,5.5,1382.4809,1422.1966,1366.3332,1400.9763,1377596500.0
8841876.WI,设备更新指数,2025-09-08,0.8,7.5,7.0,7.5,9.0,6.5,1941.0907,1942.9083,1918.5394,1928.2382,2929865200.0
8841876.WI,设备更新指数,2025-09-09,0.45,7.2,6.3,7.5,7.8,6.1,1930.881,1943.9039,1919.8153,1935.2688,2527551300.0
8841876.WI,设备更新指数,2025-09-22,0.35,5.5,5.0,4.5,6.0,6.2,2017.0129,2017.1158,1997.4231,2007.7381,2643663400.0
8841876.WI,设备更新指数,2025-09-25,0.75,8.5,7.5,8.5,9.0,7.0,2036.901,2050.0196,2029.1471,2046.1309,2824875800.0
8841876.WI,设备更新指数,2025-09-26,0.8,7.5,7.0,7.5,9.0,6.5,2013.7229,2039.2419,2012.4976,2030.7891,2640534500.0
8841876.WI,设备更新指数,2025-10-14,0.8,8.5,7.5,7.0,9.0,6.5,2018.5711,2079.3772,2011.0554,2060.1626,3411521600.0
8841876.WI,设备更新指数,2025-10-29,0.2,2.0,2.0,2.0,0.0,6.5,2115.6744,2115.7148,2086.2625,2089.6382,2688729300.0
8841876.WI,设备更新指数,2025-11-03,0.75,7.0,6.5,7.0,9.0,7.0,2095.6096,2095.64,2071.9135,2092.6502,3143576500.0
8841876.WI,设备更新指数,2025-11-05,-0.15,6.8,6.2,5.5,4.7,4.8,2101.4268,2108.162,2051.3955,2051.3955,3048073800.0
8841876.WI,设备更新指数,2025-11-07,0.8,8.5,7.0,8.0,10.0,7.0,2124.4494,2136.7236,2121.9401,2122.2393,2892128800.0
8841876.WI,设备更新指数,2025-11-12,0.45,7.2,6.5,7.0,9.0,6.8,2093.1303,2109.2935,2079.792,2103.9191,2446849600.0
8841876.WI,设备更新指数,2025-11-14,-0.1,5.0,4.5,3.0,5.5,3.5,2083.9554,2105.9611,2083.9554,2094.6058,2285254200.0
8841876.WI,设备更新指数,2025-11-19,0.0,1.0,0.0,0.0,0.0,3.5,2049.8204,2060.9385,2041.9409,2053.308,1912158600.0
8841876.WI,设备更新指数,2025-11-21,-0.45,4.5,5.0,4.0,6.0,1.5,1971.0941,2014.3093,1971.0941,2008.2731,2501865500.0
8841877.WI,商业航天指数,2025-09-05,0.8,8.0,7.5,7.0,8.5,8.0,14732.5603,14744.6119,14368.2979,14457.9113,998822200.0
8841877.WI,商业航天指数,2025-09-08,0.85,9.3,8.7,8.2,9.1,8.9,15134.6575,15181.4201,14746.2267,14884.817,1332547600.0
8841877.WI,商业航天指数,2025-09-09,0.8,8.5,8.0,8.5,9.0,6.5,14727.479,15083.1266,14717.9306,15074.7425,1105998600.0
8841877.WI,商业航天指数,2025-09-10,0.85,8.5,8.0,8.5,8.0,7.5,14825.7784,14978.0642,14709.0459,14712.6448,874724900.0
8841877.WI,商业航天指数,2025-09-11,0.55,7.5,7.0,8.0,8.5,7.2,15121.576,15125.7794,14724.0971,14792.3599,1038258300.0
8841877.WI,商业航天指数,2025-09-12,0.65,7.3,6.8,5.5,8.2,6.7,15049.5139,15239.5789,15035.4558,15102.596,1117250600.0
8841877.WI,商业航天指数,2025-09-15,-0.35,7.2,6.5,4.8,4.5,2.8,14882.6659,15059.603,14874.3787,15059.603,914607700.0
8841877.WI,商业航天指数,2025-09-16,0.8,8.5,8.0,7.5,9.0,7.5,15011.4662,15011.4662,14766.0291,14869.5566,836333700.0
8841877.WI,商业航天指数,2025-09-17,0.85,9.2,8.5,9.0,8.8,7.5,15060.427,15090.7794,14910.2584,14999.3239,839490800.0
8841877.WI,商业航天指数,2025-09-18,0.4,6.5,7.0,7.5,7.0,5.5,14891.0781,15313.591,14755.0171,15054.4748,1218450000.0
8841877.WI,商业航天指数,2025-09-19,0.65,8.2,7.5,7.0,8.5,6.8,14846.4087,15115.3811,14779.4559,14844.8966,900616100.0
8841877.WI,商业航天指数,2025-09-23,0.75,7.5,7.8,7.0,8.5,7.2,14683.0474,15010.8697,14406.9909,15003.8748,986000300.0
8841877.WI,商业航天指数,2025-09-24,0.8,7.5,7.0,7.5,9.0,8.0,14978.102,14978.6712,14551.7992,14627.0833,912964600.0
8841877.WI,商业航天指数,2025-09-25,0.45,7.2,6.8,7.5,7.0,6.5,14838.204,14978.3889,14830.7217,14933.566,912954200.0
8841877.WI,商业航天指数,2025-09-26,0.8,8.2,7.5,7.0,8.5,7.2,14679.6697,14965.062,14679.6697,14794.7211,965442500.0
8841877.WI,商业航天指数,2025-09-29,0.8,8.5,7.5,7.0,9.0,7.5,14751.8231,14759.4911,14442.1765,14677.2876,800465500.0
8841877.WI,商业航天指数,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,15034.6399,15061.9268,14788.8018,14789.4663,995169800.0
8841877.WI,商业航天指数,2025-10-09,0.45,7.2,6.8,7.0,6.5,6.7,15230.9637,15266.5343,14994.2159,15082.1033,1055216900.0
8841877.WI,商业航天指数,2025-10-10,0.65,8.0,7.0,7.0,8.0,7.0,15090.3822,15263.6594,15063.6534,15239.5378,1000585100.0
8841877.WI,商业航天指数,2025-10-13,0.65,7.2,7.5,7.0,7.8,6.8,15224.4866,15228.7021,14565.8904,14571.5845,1041180400.0
8841877.WI,商业航天指数,2025-10-14,0.55,7.3,6.8,7.0,8.5,5.8,14994.5614,15436.2834,14938.7899,15279.4214,1123937800.0
8841877.WI,商业航天指数,2025-10-15,0.75,7.5,7.0,7.5,8.0,7.2,15128.5318,15128.5318,14760.766,14998.26,907492200.0
8841877.WI,商业航天指数,2025-10-16,0.45,7.3,6.8,6.5,7.0,6.2,14869.9804,15150.0848,14813.3499,15113.984,804545000.0
8841877.WI,商业航天指数,2025-10-17,0.75,7.5,7.8,6.5,8.0,6.2,14369.678,14967.8476,14363.4219,14833.9263,825351400.0
8841877.WI,商业航天指数,2025-10-20,-0.4,7.2,6.8,5.5,8.0,2.5,14631.0165,14778.1823,14499.0523,14584.3031,764397600.0
8841877.WI,商业航天指数,2025-10-21,0.45,6.2,5.8,6.0,4.5,6.3,14840.3923,14859.9944,14662.1956,14669.8615,855720500.0
8841877.WI,商业航天指数,2025-10-22,0.55,6.5,5.8,6.2,5.0,5.3,14713.3564,14831.2595,14669.0146,14772.2158,818951400.0
8841877.WI,商业航天指数,2025-10-23,0.75,8.3,7.2,8.0,8.5,7.0,14644.8458,14665.7208,14346.6826,14638.5942,737081300.0
8841877.WI,商业航天指数,2025-10-24,0.65,7.5,7.0,7.5,8.0,7.5,15204.2488,15436.6096,15046.0402,15046.0402,1366903500.0
8841877.WI,商业航天指数,2025-10-27,0.8,8.5,8.0,8.5,9.0,8.5,15442.3005,15458.5683,15211.2611,15241.2637,1555280900.0
8841877.WI,商业航天指数,2025-10-28,0.75,8.5,7.5,7.5,8.0,7.0,15580.985,15674.8515,15295.4195,15336.3858,1464193700.0
8841877.WI,商业航天指数,2025-10-29,0.75,8.5,7.8,7.5,9.0,7.2,15608.742,15686.6872,15489.5892,15519.5086,1312075200.0
8841877.WI,商业航天指数,2025-10-30,0.8,8.5,8.0,7.0,8.5,7.5,15464.2002,15696.3774,15368.0467,15534.8195,1512473700.0
8841877.WI,商业航天指数,2025-10-31,0.85,8.5,8.2,7.8,9.0,7.5,15316.3382,15445.3977,15275.42,15392.7728,1133329500.0
8841877.WI,商业航天指数,2025-11-03,0.55,7.3,6.8,7.5,8.0,7.2,15553.0283,15558.7283,15205.5636,15307.6528,1155707100.0
8841877.WI,商业航天指数,2025-11-04,0.0,0.0,0.0,0.0,0.0,0.0,15285.1542,15474.3348,15193.5948,15464.1438,1164739200.0
8841877.WI,商业航天指数,2025-11-05,0.45,7.2,6.8,6.5,6.0,6.3,15242.1399,15298.0743,15092.2404,15106.0244,869915300.0
8841877.WI,商业航天指数,2025-11-06,0.75,8.2,7.8,7.5,8.5,7.3,15235.0855,15302.8148,15108.8792,15214.3498,937985500.0
8841877.WI,商业航天指数,2025-11-07,0.8,8.5,7.5,8.0,8.5,7.5,15350.5106,15401.9821,15092.703,15200.0936,1171126100.0
8841877.WI,商业航天指数,2025-11-10,0.85,8.5,8.0,8.5,9.0,7.5,15392.3189,15655.3348,15312.1809,15476.3508,1187448900.0
8841877.WI,商业航天指数,2025-11-11,0.15,6.5,5.8,7.2,5.0,5.3,15239.9921,15485.0024,15187.1404,15391.0637,1038980400.0
8841877.WI,商业航天指数,2025-11-12,0.4,7.3,6.8,7.5,8.0,6.7,15264.9869,15320.0002,14855.4758,15199.3298,1119287800.0
8841877.WI,商业航天指数,2025-11-13,0.75,8.3,8.0,6.5,8.5,7.2,15383.7109,15540.9783,15208.408,15233.0664,1187749400.0
8841877.WI,商业航天指数,2025-11-14,0.4,7.3,7.5,6.8,8.2,6.5,15248.5881,15448.0921,15193.8062,15299.3104,1114699400.0
8841877.WI,商业航天指数,2025-11-17,0.8,7.5,7.0,7.5,9.0,7.5,15501.4294,15603.8956,15414.9577,15414.9577,1142495100.0
8841877.WI,商业航天指数,2025-11-18,0.8,7.5,7.0,8.0,8.5,7.0,15198.4957,15427.4931,15116.8769,15427.4931,1342278000.0
8841877.WI,商业航天指数,2025-11-19,0.65,7.3,7.0,7.5,7.8,7.2,15187.5905,15283.8809,15063.0181,15202.295,1289246500.0
8841877.WI,商业航天指数,2025-11-20,0.8,8.5,7.5,8.0,9.0,7.0,15194.6616,15298.6911,15091.2406,15206.2387,1761614500.0
8841877.WI,商业航天指数,2025-11-21,0.75,8.0,8.0,8.0,8.5,7.0,14789.3363,15186.5475,14721.7718,15031.0752,1782568400.0
884188.WI,虚拟电厂指数,2025-09-08,0.55,7.5,7.0,8.0,8.5,6.5,7876.1136,7876.701,7792.8545,7829.1552,2078511200.0
884188.WI,虚拟电厂指数,2025-09-09,0.4,4.5,4.5,4.0,8.0,5.5,7771.6441,7894.2605,7744.7189,7863.5678,1782445400.0
884188.WI,虚拟电厂指数,2025-09-10,0.85,8.5,7.8,8.2,9.0,7.3,7724.6844,7780.0984,7657.5243,7757.6815,1411453600.0
884188.WI,虚拟电厂指数,2025-09-12,0.85,8.5,8.0,7.5,9.0,7.5,7926.7908,7986.4376,7902.5114,7935.3505,1793726800.0
884188.WI,虚拟电厂指数,2025-09-16,0.8,7.5,7.0,7.5,9.0,7.5,7978.257,7978.3833,7827.8086,7907.8235,1876942200.0
884188.WI,虚拟电厂指数,2025-09-17,0.4,6.5,6.0,7.0,7.0,7.0,8035.0317,8046.978,7917.2447,7962.2696,1570291600.0
884188.WI,虚拟电厂指数,2025-09-18,0.65,7.3,7.0,7.5,8.5,6.8,7923.3758,8080.0426,7848.8437,8035.6913,1902642000.0
884188.WI,虚拟电厂指数,2025-09-19,0.75,7.5,7.0,7.5,8.5,7.2,7886.5845,7959.0236,7855.2095,7926.9061,1473183300.0
884188.WI,虚拟电厂指数,2025-09-22,0.8,8.5,7.5,7.5,8.5,7.0,7866.5901,7896.6837,7799.0498,7888.8116,1106718700.0
884188.WI,虚拟电厂指数,2025-09-23,0.75,8.5,7.5,6.5,9.0,7.5,7876.3876,7915.6229,7691.8281,7899.4492,1524596700.0
884188.WI,虚拟电厂指数,2025-09-24,0.35,6.5,5.5,6.0,8.0,6.8,8026.5817,8026.5817,7798.8618,7835.1748,1482127300.0
884188.WI,虚拟电厂指数,2025-09-26,0.8,8.0,8.0,8.0,9.0,7.0,8048.5299,8183.4686,8047.7093,8082.3545,1435379400.0
884188.WI,虚拟电厂指数,2025-09-29,0.0,1.0,1.0,0.0,5.0,5.0,8139.2216,8169.3519,8009.2847,8065.6699,1397124300.0
884188.WI,虚拟电厂指数,2025-09-30,0.8,9.0,8.5,8.5,9.0,8.0,8156.2319,8187.2357,8123.4956,8130.1327,1376380900.0
884188.WI,虚拟电厂指数,2025-10-09,0.8,7.5,7.0,7.5,9.0,7.0,8280.4366,8307.99,8183.6556,8185.1003,1653077600.0
884188.WI,虚拟电厂指数,2025-10-10,0.75,7.5,7.0,8.0,8.5,6.5,8281.8139,8323.4269,8193.4285,8237.6144,1443635600.0
884188.WI,虚拟电厂指数,2025-10-14,0.75,7.5,6.8,7.2,8.5,6.5,8153.0238,8426.125,8123.3995,8284.2068,1702662000.0
884188.WI,虚拟电厂指数,2025-10-16,-0.3,6.5,6.0,5.0,5.0,3.0,8310.666,8441.595,8278.8696,8433.513,1539426800.0
884188.WI,虚拟电厂指数,2025-10-17,0.65,7.3,6.8,7.2,8.5,5.8,7905.3628,8311.6494,7897.6439,8311.6494,1717504200.0
884188.WI,虚拟电厂指数,2025-10-22,0.75,7.5,7.0,7.0,9.0,7.0,8076.127,8126.4583,8039.585,8121.2185,937917600.0
884188.WI,虚拟电厂指数,2025-10-23,0.4,5.5,5.5,7.0,8.0,6.0,8105.4943,8115.9498,7952.8903,8064.4329,1119063400.0
884188.WI,虚拟电厂指数,2025-10-24,0.8,7.5,7.5,7.5,9.0,8.5,8220.7618,8221.5025,8134.1727,8134.3442,1237545200.0
884188.WI,虚拟电厂指数,2025-10-27,0.8,8.5,8.0,7.5,8.5,7.5,8247.2838,8278.7475,8171.6897,8262.0618,1614765700.0
884188.WI,虚拟电厂指数,2025-10-28,0.75,6.5,6.8,7.2,8.5,7.0,8202.9344,8258.361,8170.8255,8207.8411,1328256600.0
884188.WI,虚拟电厂指数,2025-10-29,0.85,9.0,8.5,9.0,9.0,7.0,8445.9866,8446.1823,8193.8668,8209.9947,1703266900.0
884188.WI,虚拟电厂指数,2025-10-31,0.8,9.0,8.5,9.0,9.0,7.5,8298.0854,8368.437,8269.1727,8269.5011,1334248500.0
884188.WI,虚拟电厂指数,2025-11-03,0.35,6.8,6.2,6.5,6.0,6.8,8426.2226,8426.2226,8280.5355,8308.3434,1543097900.0
884188.WI,虚拟电厂指数,2025-11-04,0.65,7.2,7.0,7.5,8.5,6.8,8479.3459,8595.8911,8420.5273,8443.8366,1742027800.0
884188.WI,虚拟电厂指数,2025-11-05,0.0,1.0,1.0,0.5,5.0,5.0,8815.2004,8854.5874,8375.172,8375.172,2588812100.0
884188.WI,虚拟电厂指数,2025-11-06,0.8,8.0,7.5,8.0,9.0,6.5,8935.2692,9035.5982,8867.6757,8890.6525,2524457200.0
884188.WI,虚拟电厂指数,2025-11-07,0.75,8.3,7.8,8.0,6.5,7.2,8969.9751,9077.0368,8906.676,8909.2389,2288930200.0
884188.WI,虚拟电厂指数,2025-11-10,0.85,9.0,8.5,9.5,9.0,7.5,8950.8209,9035.2903,8849.7123,9017.2218,1963604400.0
884188.WI,虚拟电厂指数,2025-11-11,0.7,7.2,6.8,8.0,8.5,6.5,8956.4885,9118.8513,8940.357,9008.1521,2309274500.0
884188.WI,虚拟电厂指数,2025-11-12,0.95,8.5,8.0,8.5,9.5,7.5,8791.9753,8918.3073,8706.0654,8915.8578,3019880100.0
884188.WI,虚拟电厂指数,2025-11-13,0.35,5.5,4.5,3.0,8.0,6.5,8966.1499,8973.8752,8737.7318,8777.7391,2654817400.0
884188.WI,虚拟电厂指数,2025-11-14,-0.1,6.5,5.5,7.0,5.0,4.5,8814.6301,8943.9508,8798.9073,8888.711,2428209700.0
884188.WI,虚拟电厂指数,2025-11-17,0.75,7.0,7.0,7.0,8.5,7.0,8734.5825,8807.5954,8671.7495,8786.1185,1855530900.0
884188.WI,虚拟电厂指数,2025-11-18,0.8,8.5,7.5,8.0,9.0,6.5,8506.4828,8706.1376,8463.7583,8706.1376,1713074700.0
884188.WI,虚拟电厂指数,2025-11-20,0.75,7.5,6.8,6.0,9.0,5.5,8249.8773,8420.7594,8233.7037,8401.515,1112119200.0
884188.WI,虚拟电厂指数,2025-11-21,0.4,6.5,5.5,7.0,6.0,5.0,7849.8372,8169.7102,7849.3466,8143.354,1548477200.0
8841881.WI,车路云指数,2025-09-05,0.75,7.5,7.8,6.5,8.2,7.3,2880.9922,2881.5668,2788.8384,2811.6252,1573161900.0
8841881.WI,车路云指数,2025-09-08,0.65,8.3,7.5,7.0,8.0,8.2,2925.7627,2927.8143,2871.0731,2886.2958,1541616100.0
8841881.WI,车路云指数,2025-09-09,0.75,8.2,7.5,7.0,8.5,6.8,2876.3798,2916.3192,2865.1738,2916.3192,1665114200.0
8841881.WI,车路云指数,2025-09-10,0.75,7.5,7.8,7.0,8.2,7.3,2887.1882,2904.4213,2870.6364,2876.6336,1623433300.0
8841881.WI,车路云指数,2025-09-11,0.8,8.5,7.5,7.0,8.0,8.5,2948.7526,2948.7526,2857.373,2883.3238,1499202100.0
8841881.WI,车路云指数,2025-09-12,0.6,8.5,8.0,9.0,8.5,7.5,2946.4431,2982.1239,2943.4532,2950.7597,1474555300.0
8841881.WI,车路云指数,2025-09-15,0.65,7.3,7.8,7.5,8.2,6.8,2982.6961,3000.1614,2958.1532,2966.222,1949207700.0
